docid,author,shorttitle,enumcron,firstpub,genres,subjects,allcopiesofwork,tags
mdp.39015025032122,,"The Russian garland, being Russian folk tales;",,1916,NotFiction,Fairy tales|Tales|Russia,1,Subj: Fairy tales B
uc1.b4222710,,Reunion & other stories,,1980,Fiction,"Short stories, English|Short stories, Chinese|Malaysia|Translations into English|Translations from Chinese",2,"Subj: Short stories, Other"
uc1.b4368507,"Stein, Toby",All the time there is,,1977,Fiction,Women|Fiction|New York|New York (State)|Gay men|Man-woman relationships,2,Subj: Man-woman
uc1.l0090169798,"Krekorian, Ed","Vietnam, a surgeon's odyssey",,2002,War stories|Fiction|Fictional Works|Medical novels,"Medical care|Vietnam War, 1961-1975|General Surgery|Fiction|Military Medicine|Surgeons",1,War
uc1.32106011779912,"Hauck, Charlie",Artistic differences,,1993,Humorous stories|Fiction,Television writers|Television programs|Fiction,1,Humor
mdp.49015001037275,"Asimov, Isaac",Foundation and empire,,1952,Fiction|UnknownGenre|NotFiction,Science fiction,4,"Subj: SF, Other B"
mdp.39015059553407,"Perdue, Tito",The sweet-scented manuscript,,2004,NotFiction|Love stories|Bildungsromans|College stories|Historical fiction,Fiction|College students,1,Historical|Love B
uiuo.ark+=13960=t5q81zg6k,"Tinsley, Lily",In the ring,v.2,1886,,Circus|Fiction,3,randomB
mdp.39015034276686,"Gutcheon, Beth Richardson",Saying grace : a novel,,1995,Domestic fiction|Fiction,Child abuse|School principals|Fiction|California,1,Domestic B
mdp.39015073816830,,Hellboy : odder jobs,,2004,Short stories|Horror fiction,"Comic strip characters|Demonology|Hellboy (Fictitious character : Mignola)|Fiction|Horror tales, American|Comic books, strips, etc|Private investigators|Good and evil|Paranormal fiction",1,Short stories
mdp.39015054059525,"Bradbury, Ray",The October country,,1955,Fiction,"Horror tales, American|Fantasy fiction, American",3,Subj: Horror B
mdp.39015050487605,"Rougeau, Rémy",All we know of heaven,,2001,Fiction|Christian fiction|Bildungsromans,Cistercians|Monastic and religious life|Monks|Young men|Fiction,1,Christian
pst.000033191409,"Cannell, Dorothy",Down the garden path :  a pastoral mystery,,1985,Detective and mystery stories|NotFiction,"Women detectives|Housewives|Haskell, Ellie (Fictitious character)|England|Fiction",1,Subj: Detective B
pst.000004283409,"Hawthorne, Julian",Modern English,v.1,1972,NotFiction,Detective and mystery stories,1,Subj: Detective B
uc1.32106007992271,"King, Stephen",Skeleton crew,,1985,Fiction,"Horror tales, American",1,Subj: Horror
mdp.39015082166573,"Pinfold, Annie Lewis",Two little Welsh girls,,1909,Juvenile audience|Fiction,Competitions|Sunday school literature|Eisteddfod Genedlaethol Cymru|Welsh poetry|Juvenile fiction,1,Subj: Juvenile
mdp.39015002580598,"London, Jack",Curious fragments : Jack London's tales of fantasy fiction,,1975,Bibliographies|Fiction,"Fantasy fiction, American",1,Subj: Fantasy
njp.32101072328667,"Leeth, John","A short biography of John Leeth, with an account of his life among the Indians;",,1904,NotFiction,"Indians of North America|Northwest, Old|1775-1783|Lord Dunmore's War, 1774|Indian captivities|Wars|History",2,Subj: History B
mdp.39015058708911,,Detective fiction : crime and compromise,,1974,Bibliographies|Short stories,"Detective and mystery stories, American|Literary collections|History and criticism|Detective and mystery stories, English|Crime in literature|Crime|Detective and mystery stories",1,randomA
nyp.33433074813894,,The Wit and humor of America,v. 9,1911,NotFiction,American wit and humor,2,Subj: Humor B
mdp.39015047065399,"Lipman, Victoria",Leaving Alva,,1998,Domestic fiction|Fiction,Marriage|Man-woman relationships|Fiction,1,Subj: Man-woman
mdp.39015062567311,"Briscoe, Connie",Can't get enough : a novel,,2005,Domestic fiction|Fiction,Fiction|African American families,1,Domestic
inu.30000054516459,,"The cold, cold hand  : more stories of ghosts and haunts from the Appalachian foothills",,1997,NotFiction,Ghosts|Appalachian Region|Haunted houses,1,Subj: Horror B|Subj: Horror-Not-Novel
mdp.39015002710468,"Petry, Ann Lane",The street,,1946,Domestic fiction|Fiction,Fiction|New York|New York (State)|African American women|Mothers and sons|African Americans,5,Domestic B
mdp.39015056506762,Naiyer Masud,The essence of camphor,,1998,Fiction,"Translation into English|Short stories, Urdu",1,"Subj: Short stories, Other B"
mdp.39015010456658,"Burgess, Anthony",The kingdom of the wicked,,1985,Fiction,"Fiction|Jesus Christ|History|To 70 A.D|Julio-Claudians, 30 B.C.-68 A.D",1,Subj: History
mdp.39015047478048,"Hays, Tommy",In the family way : a novel,,1999,Domestic fiction|Fiction,Families|Fiction|South Carolina|Christian Science|Authors,1,Domestic B
mdp.39015002729005,"Anantha Murthy, U. R",Samskara = A rite for a dead man,,1976,Fiction|NotFiction,Translations from Kannada|Translations into English|English literature|Kannada literature,2,randomA
mdp.39015057640008,"Bandele, Asha",Daughter : a novel,,2003,Domestic fiction|Psychological fiction|Fiction,Fiction|African American college students|African American women|Mothers and daughters|African American families|Police brutality,1,Psychological
uc1.32106012260755,"Douglas, Lauren Wright",Ninth life,,1989,Fiction,"Women detectives|Lesbians|Fiction|Reece, Caitlin (Fictitious character)|Detective and mystery stories",1,Subj: Detective
mdp.39015063548385,"Beck, L. Adams (Lily Adams)",Anne Boleyn,,1934,Fiction|ContainsBiogMaterial,"Henry VIII, 1509-1547|Queen, consort of Henry VIII, King of England|1507-1536|Fiction|Anne Boleyn|History",1,Subj: History
uc1.32106010982954,Bảo Ninh,The sorrow of war : a novel,,1993,War stories|Fiction|Historical fiction,"Fiction|Vietnam War, 1961-1975",2,War
uc1.b3545517,"Gardiner, Dorothy",For love or money; the 1957 anthology of the mystery writers of America,,1957,NotFiction,Detective and mystery stories,1,Subj: Detective
mdp.39015031030003,"Perrault, Charles",Stories from France,,1935,UnknownGenre,Basic English|Texts|Fairy tales,1,Subj: Fairy tales B
inu.39000002021447,"Chodźko, Alexander",Fairy tales of the Slav peasants and herdsmen,,1972,NotFiction,Fairy tales,1,Subj: Fairy tales-Not-Subj: Fantasy|Subj: Fairy tales-Not-Fantasy
mdp.39015064867529,"Drake, Nick",Nefertiti : the book of the dead,,2006,Suspense fiction|Fiction,"Akhenaton|Kings and rulers|Queen of Egypt|Fiction|Eighteenth dynasty, ca. 1570-1320 B.C|Nefertiti|History|14th cent. B.C|King of Egypt",1,Suspense
mdp.39015067669617,"Ervin, Keisha",Hold U down,,2006,Novel,Fiction|African American women|Automobile theft|Man-woman relationships,1,Subj: Man-woman|Novel-Not-SF
mdp.39015069320268,"Glenn, Roy",Outlaw,,2007,Suspense fiction|Fiction,"Murder|Fiction|Investigation|New York|New York (State)|Black, Mike (Fictitious character)|African Americans",1,Suspense B
uc1.32106018132081,"Theroux, Paul",Blinding light,,2005,Psychological fiction|Fiction,Ecuador|Fiction|Americans|Writer's block|Blind authors|Hallucinogenic drugs|Authorship|Authors,2,Psychological B
mdp.39015066901128,"McCullough, Colleen",Antony and Cleopatra,,2007,Fiction|Historical fiction,"Cleopatra|Queen of Egypt|83?-30 B.C|Fiction|d. 30 B.C|History|Antonius, Marcus|Republic, 265-30 B.C",1,Historical
inu.30000036477853,,Car tales : classic stories about dream machines,,1991,Fiction,"Short stories, American|Fiction|Automobiles",1,"Subj: Short stories, American B"
pst.000005736591,"Hummel, Edna Logan",The Wooden Hill,,1955,NotFiction,,1,randomB
mdp.39015030945508,"Angarsky, Andrew",Eighty-seven days,,1963,Fiction,"Revolution, 1917-1921|Fiction|History",2,Subj: History
inu.30000092695174,"Laumer, Keith",A plague of demons and other stories,,2003,Fiction,"Human-alien encounters|Fiction|Science fiction, American",1,"Subj: SF, American"
mdp.39015064989299,"North, Sam",The old country,,2007,Humorous stories|Fiction,England|Fiction|Aristocracy (Social class)|Death|Parents,1,Humor B
uc1.$b105657,"Starrett, Vincent",Coffins for two,,1924,Fiction,,1,randomB
mdp.39015047643500,"Janney, Russell",The miracle of the bells,,1946,Fiction|Christian fiction,Immigrants|United States|Men|Fiction|Conduct of life,2,Christian
mdp.39076002183098,"Deihl, Edna Groff",The little chick that would not go to bed,,1924,Juvenile audience|Fiction,Chicks|Bedtime|Juvenile fiction,1,Subj: Juvenile
mdp.39015064273512,,And the world changed : contemporary stories by Pakistani women,,2005,Short stories,"Women authors|Short stories, Pakistani (English)",1,Short stories B
uva.x030826084,"Lerrigo, Charles Henry","The boy scout treasure hunters; or, The lost treasure of Buffalo Hollow",,1917,Juvenile audience|NotFiction,,1,Juvenile
pst.000068121075,"Dick, Philip K",Eye in the sky,,1957,Fiction|Science fiction,Hallucinations and illusions|Accident victims|Explosions|Fiction|Imagery (Psychology)|Laboratories|Proton beams,4,SF B
mdp.39015074299135,"Minkoff, George Robert",The dragons of the storm : a novel,,2007,Historical fiction|NotFiction,"Fiction|17th century|1580-1631|Smith, John|History|Colonial period, ca. 1600-1775",1,Historical
mdp.39015042598568,"Shand, Rosa",The gravity of sunlight,,2000,Political fiction|Love stories|Fiction,Spouses of clergy|Married women|Fiction|Uganda|Americans|1971-1979|History|Polish people,1,Political
inu.32000004553683,"Marcoux, Alex",A matter of degrees,,2006,Suspense fiction|Psychological fiction|Fiction,Lesbians|Fiction|Women novelists|Reincarnation,1,Suspense B
mdp.39015054081958,"Toer, Pramoedya Ananta",Child of all nations,,1993,Fiction|Historical fiction|NotFiction,1798-1942|Java|Indonesia|Anti-imperialist movements|Fiction|Fiction|History,2,randomA
pst.000014226410,,The World of mystery fiction,,1983,NotFiction,Detective and mystery stories|History and criticism,1,Subj: Detective-Not-Subj: Juvenile
mdp.39015059286198,"Straub, Peter",In the night room : a novel,,2004,Ghost stories|Psychological fiction|Fiction,Women authors|Spiritualism|Fiction|Death|Young adult fiction|Sisters|Authorship|Children,2,Psychological B
mdp.39015059276587,"McCall Smith, Alexander",The finer points of sausage dogs,,2005,Humorous fiction|Fiction|College stories,College teachers|Philologists|Fiction,1,Humor
mdp.39015033964035,"Valenzuela, Luisa",Bedside manners,,1994,Humorous stories|Fiction,Fiction,1,Humor B
mdp.39015060028324,"Rechy, John",The life and adventures of Lyle Clemens : a novel,,2003,Fiction|Humorous fiction,Young men|Gambling|Fiction|Fundamentalism|Motion picture industry,1,Humor B
nyp.33433074872536,"Scott, Walter, Sir",Kenilworth : a romance,v. 2,1821,Fiction,"Fiction|History|Elizabeth, 1558-1603",3,Subj: History B
mdp.39015077638198,"Cileone, Augustus M",A lesson in murder,,2007,Mystery fiction|Fiction,College campuses|Serial murders|Fiction,1,randomA
osu.32435063455059,"Kane, Henry",Death of a hooker,,1963,Mystery fiction|Fiction,"Chambers, Peter (Fictitious character)|Fiction",1,Mystery B
pst.000044817763,"Aiken, Joan",The stolen lake,,1988,Adventure stories|NotFiction,,1,Adventure
uc1.32106011421507,"Wang, Annie",Lili : a novel of Tiananmen,,2001,Fiction|Historical fiction|Bildungsromans,"Tiananmen Square Incident, 1989|Fiction|Young women|History",1,Subj: History B
coo.31924088389774,"Balzac, Honoré de","The Chouans, The Gondreville mystery, and other stories",v.15,1901,NotFiction,,1,randomB
mdp.39015037822650,"Pelletier, Cathie",Beaming Sonny home,,1996,Fiction|Humorous stories|Domestic fiction|Psychological fiction,United States|Young men|Psychology|Fiction|Hostage negotiations|Mothers and sons,1,Domestic B
uc1.b3327347,"Mitchell, S. Weir (Silas Weir)",A venture in 1777,,1908,Fiction|History,"Revolution, 1775-1783|History|Fiction",1,randomA
mdp.39015043091134,"Finnamore, Suzanne",Otherwise engaged,,1999,Humorous stories|Fiction,Fiction|Planning|Weddings,1,Humor B
mdp.39015003675785,"Flynn, Robert",North to yesterday,,1967,NotFiction,,1,randomA
uc1.b4046945,"Alemán, Mateo","The rogue; or, The life of Guzman de Alfarache",v.2,1924,Fiction,,12,randomA
uc2.ark+=13960=t9d50v496,"Griffin, Gerald",Works / Gerald Griffin,v.04,1843,,"1803-1840|Ireland|Social life and customs|Griffin, Gerald|Short stories, Irish",1,"Subj: Short stories, Other"
pst.000029711512,"Bradbury, Ray",The Martian chronicles,,1973,Bibliographies|NotFiction,"1920-|Bibliography|Fiction|Bradbury, Ray|Interplanetary voyages",1,randomA
mdp.39015081738737,"Kiernan, Caitl̕n R",Tales from the Woeful Platypus,,2007,Short stories,"Erotic stories, American|Fantasy fiction, American",1,Subj: Fantasy B|Subj: Fantasy-Not-Subj: Horror
uc1.32106009079606,"Hammett, Dashiell",Novels,,1965,Fiction,"Detective and mystery stories, American",1,Subj: Detective B
mdp.39015013892909,"Mutwa, Credo Vusa'mazulu","My people, my Africa",,1969,NotFiction,History|Zulu (African people),1,Subj: History B
uc1.32106019864419,"Solstad, Dag","Novel 11, book 18",,2008,Novel,Middle-aged men|Fiction,1,randomB
mdp.39015027961682,Jón Árnason,Icelandic legends,v.2,1864,UnknownGenre|NotFiction,Tales|Iceland|Translations into English|Fairy tales|Old Norse literature,4,Subj: Fairy tales
mdp.39015059552821,"Yunqué, Edgardo Vega",The lamentable journey of Omaha Bigelow into the impenetrable loisaida jungle,,2004,Humorous fiction|Love stories|Fiction,Puerto Rican women|Young men|Fiction|Magic|Triangles (Interpersonal relations),1,Humor
mdp.49015000441825,"Landau, Elliott D",Child development through literature,,1972,Bibliographies|NotFiction,Child development|Literary collections|Children,1,randomA
mdp.39015066844930,"Behrens, Peter",The law of dreams : a novel,,2006,Fiction|Historical fiction|Bildungsromans,"Famine, 1845-1852|Immigrants|New England|Fiction|History",1,Bildungsroman-Not-Novel|Subj: History
uc1.32106012789431,"Keenan, Joe",Blue heaven,,1988,Fiction,Marriage|Fiction|New York|New York (State)|Gay men,1,Subj: Man-woman B
mdp.39015005774867,"Wharton, Edith",The old maid (the 'fifties),,1924,Domestic fiction|Psychological fiction|Fiction,Illegitimate children|Fiction|Weddings|Cousins|Birthmothers|Single women|Mothers and daughters,2,Domestic B
mdp.39015082751408,"Clark, Cassandra",Hangman blind,,2008,Fiction|Historical fiction|Detective and mystery stories,"Nuns|Richard II, 1377-1399|Murder|England|Fiction|History",1,Subj: History B|Mystery
coo.31924080646478,"Collingwood, W. G. (William Gershom)",Thorstein of the Mere : a saga of the Northmen in Lakeland,,1990,Historical fiction|NotFiction,England|Fiction|Fiction|Northmen|Lake District|History,1,Historical B
uc1.32106016142090,,Nine of Russia's foremost women writers,,2003,Short stories,"21st century|Women authors|Short stories, Russian|Russian fiction|Translations into English|20th century",1,Short stories
mdp.39015031305504,"Stone, Irving",The passionate journey,,1949,NotFiction,,1,randomA
mdp.39015024891734,"McCaffrey, Anne",Pegasus in flight,,1990,Fiction|Science fiction,,1,SF
uc1.$b322852,"Bodenheim, Maxwell","Run, sheep, run, a novel",,1932,Fiction,,2,randomA
pst.000025465600,"Carey, Peter",Bliss,,1981,Domestic fiction|NotFiction|Fiction|Humorous stories,Men|Australia|Near-death experiences|Fiction|Families|Suburban life,2,Humor B
uc1.32106019168100,"Braffet, Kelly",Last seen leaving,,2006,Suspense fiction|Fiction,Mothers and daughters|Missing persons|Fiction,2,Suspense
uiuo.ark+=13960=t04x5t50d,"MacDonald, George",The vicar's daughter,v.1,1872,Scottish authors|Fiction|Christian fiction,Fathers and daughters|Fiction|Children of clergy,4,Christian
mdp.39015061465624,,Famous fantastic mysteries : 30 great tales of fantasy and horror from the classic pulp magazines Famous fantastic mysteries & Fantastic novels,,1991,Short stories,"Fantasy fiction, American|Horror tales, American",1,Subj: Fantasy
mdp.39015058281828,"Elkin, Stanley",The living end,,2004,Fiction|Fantasy fiction|Religious fiction|Psychological fiction,Murder victims|Hell|Fiction|Death|Heaven,1,randomA|Psychological B|Fantasy-Not-Short stories
mdp.39015080874590,"Cherryh, C. J",Conspirator : Foreigner #10,,2009,NotFiction|Science fiction|Fantasy fiction,Space warfare|Fiction|Space ships|Human-alien encounters|Life on other planets,1,SF|Fantasy
mdp.39015073665195,,Ireland : a traveler's literary companion,,2008,Fiction|ContainsBiogMaterial,"Irish authors|English fiction|Short stories, English|Fiction|20th century",1,"Subj: Short stories, Other"
mdp.39015047110864,"Muñoz, Elías Miguel",Brand new memory,,1998,Domestic fiction|Bildungsromane|Fiction,"Teenage girls|Cuban Americans|Civilization|Fiction|Cuba|Fiction|Grandmothers|California, Southern|Popular culture",1,Domestic
